"name"
"ZNF195"
"ZNF263"
"ZNF200"
"ZNF582"
"ZNF285"
"ZNF275"
"ZNF37A"
"ZNF510"
"ZNF506"
"ZNF324"
"ZNF671"
"ZNF416"
"ZNF586"
"ZNF446"
"ZNF8"
"ZNF264"
"ZNF213"
"ZNF343"
"ZNF302"
"ZNF268"
"ZNF184"
"ZNF500"
"ZNF419"
"ZNF175"
"ZNF14"
"ZNF85"
"ZKSCAN1"
"ZNF862"
"ZNF684"
"ZNF430"
"ZFP30"
"ZNF549"
"ZNF211"
"ZNF205"
"ZNF45"
"ZNF133"
"ZNF436"
"ZNF484"
"ZNF780B"
"ZNF557"
"ZNF337"
"ZNF317"
"ZNF426"
"ZNF331"
"ZNF227"
"ZNF141"
"ZNF304"
"ZNF132"
"ZNF20"
"ZNF670"
"ZFP37"
"ZNF189"
"ZNF434"
"ZNF287"
"ZIM3"
"ZFP14"
"ZNF473"
"ZNF614"
"POGK"
"ZNF514"
"ZNF300"
"RBAK"
"ZNF92"
"ZNF157"
"ZNF182"
"ZNF673"
"ZNF41"
"ZNF7"
"ZNF214"
"ZNF215"
"ZNF547"
"ZNF773"
"ZNF776"
"ZNF256"
"ZNF599"
"ZNF18"
"ZKSCAN2"
"ZNF689"
"ZNF19"
"ZNF230"
"ZNF222"
"ZNF221"
"ZNF233"
"ZNF235"
"ZNF208"
"ZNF714"
"ZNF394"
"ZNF333"
"ZNF382"
"ZNF577"
"ZNF75A"
"ZNF496"
"ZNF2"
"ZNF589"
"PRDM9"
"ZNF12"
"ZNF202"
"ZNF3"
"ZNF606"
"ZNF91"
"ZNF226"
"ZNF229"
"ZNF180"
"ZNF641"
"ZNF610"
"ZNF528"
"ZNF701"
"ZNF283"
"ZNF558"
"ZNF597"
"ZNF30"
"ZNF354A"
"ZNF764"
"ZNF747"
"ZNF778"
"ZNF212"
"ZNF282"
"ZNF160"
"ZNF415"
"ZNF439"
"ZNF440"
"ZNF562"
"ZNF561"
"ZNF584"
"ZNF274"
"ZIK1"
"ZNF540"
"ZNF570"
"ZNF57"
"ZNF556"
"ZNF554"
"ZNF738"
"ZNF596"
"ZNF621"
"ZNF680"
"ZNF483"
"ZNF417"
"ZNF791"
"ZNF519"
"ZNF25"
"ZNF77"
"ZNF169"
"ZNF613"
"ZNF404"
"ZNF135"
"ZNF620"
"ZNF619"
"ZNF354C"
"ZNF114"
"ZNF454"
"ZNF543"
"ZNF354B"
"ZNF223"
"ZNF713"
"ZNF552"
"ZNF154"
"ZNF571"
"ZNF443"
"ZNF792"
"ZFP82"
"ZNF707"
"ZNF746"
"ZNF678"
"HKR1"
"ZNF101"
"ZNF716"
"ZNF708"
"ZNF721"
"ZNF662"
"ZNF320"
"ZNF530"
"ZFP1"
"KRBA2"
"ZNF93"
"ZFP90"
"ZNF479"
"ZNF445"
"ZNF74"
"ZNF829"
"ZNF267"
"ZNF566"
"ZNF224"
"ZNF529"
"ZNF284"
"ZNF749"
"ZNF17"
"ZNF555"
"ZNF75D"
"ZNF197"
"ZNF732"
"ZNF546"
"ZNF286A"
"ZKSCAN4"
"ZNF643"
"ZNF642"
"ZNF490"
"ZNF626"
"ZNF793"
"ZNF383"
"ZNF669"
"ZNF559"
"ZNF177"
"ZNF548"
"ZNF563"
"ZNF567"
"ZNF573"
"ZNF527"
"ZNF33A"
"ZKSCAN3"
"ZNF676"
"ZNF699"
"ZNF250"
"ZNF79"
"ZNF681"
"ZNF766"
"ZNF471"
"ZNF836"
"ZNF493"
"ZNF167"
"ZNF565"
"ZNF34"
"ZNF140"
"ZNF658"
"ZNF765"
"ZNF124"
"ZNF569"
"ZNF777"
"ZNF605"
"ZNF799"
"ZNF782"
"ZNF846"
"ZNF136"
"ZKSCAN5"
"ZNF33B"
"ZNF431"
"ZNF418"
"ZNF700"
"ZFP28"
"ZNF585A"
"ZNF138"
"ZNF429"
"ZNF470"
"ZNF100"
"ZNF398"
"ZNF498"
"ZNF441"
"ZNF420"
"ZNF763"
"ZNF679"
"ZNF682"
"ZNF772"
"ZNF257"
"ZNF785"
"ZNF98"
"ZNF786"
"ZNF517"
"ZNF675"
"ZNF860"
"ZNF695"
"ZNF665"
"ZNF624"
"ZNF841"
"ZNF615"
"ZNF433"
"ZNF595"
"ZNF460"
"ZNF81"
"ZNF780A"
"ZNF461"
"ZNF181"
"ZNF44"
"ZNF790"
"ZNF677"
"ZNF823"
"ZNF311"
"ZNF347"
"ZNF273"
"ZNF84"
"ZNF667"
"ZNF649"
"ZNF248"
"ZNF544"
"ZNF251"
"ZNF607"
"ZNF334"
"ZNF485"
"ZNF192"
"ZNF442"
"ZNF813"
"ZNF26"
"ZNF69"
"ZNF583"
"ZNF568"
"ZNF480"
"ZNF587"
"ZNF808"
"ZNF43"
"ZNF28"
"ZNF627"
"ZNF789"
"ZNF534"
"ZNF525"
"ZNF814"
"ZNF551"
"ZNF805"
"ZNF468"
"ZNF616"
"ZFP57"
"ZNF155"
"ZNF425"
"ZNF611"
"ZNF254"
"ZNF625"
"ZNF845"
"ZNF90"
"ZNF788"
"ZNF880"
"ZNF630"
"ZNF844"
"ZNF717"
"ZNF492"
"ZNF688"
"ZNF879"
"ZNF737"
"ZNF709"
"ZNF585B"
"ZNF324B"
"ZNF564"
"ZNF674"
"ZNF432"
"ZNF10"
"ZNF486"
"ZNF225"
"ZNF350"
"ZNF253"
"ZNF878"
"ZNF727"
"ZNF578"
"TRIM28"
